"PK_HABIT2";"FPK_NATURA";"SITECODE";"HABCODE";"DESCRIPTFR";"COVER"
41829,00;6596,00;"FR7200683";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"5,15"
41830,00;6596,00;"FR7200683";"N19";"Forêts mixtes";"1,9"
41831,00;6596,00;"FR7200683";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"0,01"
41832,00;6596,00;"FR7200683";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"3,2"
41833,00;6596,00;"FR7200683";"N09";"Pelouses sèches, Steppes";"0,1"
41834,00;6596,00;"FR7200683";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"11,5"
41840,00;6598,00;"FR7200687";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"10"
41841,00;6598,00;"FR7200687";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"55"
41842,00;6598,00;"FR7200687";"N16";"Forêts caducifoliées";"25"
41843,00;6598,00;"FR7200687";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"10"
41844,00;6599,00;"FR7200688";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"3"
41845,00;6599,00;"FR7200688";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
41846,00;6599,00;"FR7200688";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"12"
41847,00;6599,00;"FR7200688";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"45"
41848,00;6599,00;"FR7200688";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"10"
41849,00;6599,00;"FR7200688";"N16";"Forêts caducifoliées";"19"
41850,00;6599,00;"FR7200688";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"3"
41851,00;6599,00;"FR7200688";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"2"
41852,00;6599,00;"FR7200688";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"4"
41853,00;6600,00;"FR7200690";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
41854,00;6600,00;"FR7200690";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"22"
41855,00;6600,00;"FR7200690";"N16";"Forêts caducifoliées";"28"
41856,00;6600,00;"FR7200690";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"9"
41857,00;6600,00;"FR7200690";"N14";"Prairies ameliorées";"1"
41858,00;6600,00;"FR7200690";"N15";"Autres terres arables";"29"
41859,00;6600,00;"FR7200690";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"4"
41860,00;6600,00;"FR7200690";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"6"
41861,00;6601,00;"FR7200697";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
41862,00;6601,00;"FR7200697";"N19";"Forêts mixtes";"77"
41863,00;6601,00;"FR7200697";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
41864,00;6601,00;"FR7200697";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
41865,00;6601,00;"FR7200697";"N18";"Forêts sempervirentes non résineuses";"10"
41866,00;6601,00;"FR7200697";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
41867,00;6602,00;"FR7200699";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
41868,00;6602,00;"FR7200699";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"7"
41869,00;6602,00;"FR7200699";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"12"
41870,00;6602,00;"FR7200699";"N15";"Autres terres arables";"12"
41871,00;6602,00;"FR7200699";"N16";"Forêts caducifoliées";"62"
41872,00;6602,00;"FR7200699";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"2"
41873,00;6602,00;"FR7200699";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"2"
41874,00;6602,00;"FR7200699";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
41879,00;6604,00;"FR7200705";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
41880,00;6604,00;"FR7200705";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"4"
41881,00;6604,00;"FR7200705";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"11"
41882,00;6604,00;"FR7200705";"N15";"Autres terres arables";"8"
41883,00;6604,00;"FR7200705";"N16";"Forêts caducifoliées";"11"
41884,00;6604,00;"FR7200705";"N17";"Forêts de résineux";"1"
41885,00;6604,00;"FR7200705";"N19";"Forêts mixtes";"10"
41886,00;6604,00;"FR7200705";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"5"
41887,00;6604,00;"FR7200705";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"41"
41888,00;6604,00;"FR7200705";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"8"
41894,00;6606,00;"FR7200714";"N19";"Forêts mixtes";"31,12"
41895,00;6606,00;"FR7200714";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"0,68"
41896,00;6606,00;"FR7200714";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"0,89"
41897,00;6606,00;"FR7200714";"N16";"Forêts caducifoliées";"6,56"
41898,00;6606,00;"FR7200714";"N03";"Marais salants, Prés salés, Steppes salées";"0,04"
41899,00;6606,00;"FR7200714";"N04";"Dunes, Plages de sables, Machair";"1,06"
41900,00;6606,00;"FR7200714";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"57,85"
41901,00;6606,00;"FR7200714";"N17";"Forêts de résineux";"0,8"
41902,00;6606,00;"FR7200714";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"0,1"
41903,00;6606,00;"FR7200714";"N25";"Prairies et broussailles (en général)";"0,9"
41904,00;6607,00;"FR7200716";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"24,5"
41905,00;6607,00;"FR7200716";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
41906,00;6607,00;"FR7200716";"N16";"Forêts caducifoliées";"48"
41907,00;6607,00;"FR7200716";"N17";"Forêts de résineux";"3"
41908,00;6607,00;"FR7200716";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"3"
41909,00;6607,00;"FR7200716";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"10"
41910,00;6607,00;"FR7200716";"N27";"Agriculture (en général)";"0,5"
41911,00;6607,00;"FR7200716";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
41912,00;6608,00;"FR7200719";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"20"
41913,00;6608,00;"FR7200719";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"40"
41914,00;6608,00;"FR7200719";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"10"
41915,00;6608,00;"FR7200719";"N16";"Forêts caducifoliées";"10"
41916,00;6608,00;"FR7200719";"N14";"Prairies ameliorées";"10"
41917,00;6608,00;"FR7200719";"N15";"Autres terres arables";"10"
41918,00;6609,00;"FR7200720";"N15";"Autres terres arables";"2"
41919,00;6609,00;"FR7200720";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"12"
41920,00;6609,00;"FR7200720";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"4"
41921,00;6609,00;"FR7200720";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
41922,00;6609,00;"FR7200720";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"26"
41923,00;6609,00;"FR7200720";"N16";"Forêts caducifoliées";"35"
41924,00;6609,00;"FR7200720";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"17"
41925,00;6609,00;"FR7200720";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
41926,00;6610,00;"FR7200724";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"98"
41927,00;6610,00;"FR7200724";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"2"
41928,00;6611,00;"FR7200728";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"45"
41929,00;6611,00;"FR7200728";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"50"
41930,00;6611,00;"FR7200728";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
41931,00;6612,00;"FR7200733";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
41932,00;6612,00;"FR7200733";"N09";"Pelouses sèches, Steppes";"28"
41933,00;6612,00;"FR7200733";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
41934,00;6612,00;"FR7200733";"N16";"Forêts caducifoliées";"51"
41935,00;6612,00;"FR7200733";"N18";"Forêts sempervirentes non résineuses";"3"
41936,00;6612,00;"FR7200733";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"11"
41937,00;6613,00;"FR7200737";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
41938,00;6613,00;"FR7200737";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5"
41939,00;6613,00;"FR7200737";"N15";"Autres terres arables";"63"
41940,00;6613,00;"FR7200737";"N26";"Forêts (en général)";"27"
41941,00;6614,00;"FR7200739";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"25"
41942,00;6614,00;"FR7200739";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"55"
41943,00;6614,00;"FR7200739";"N17";"Forêts de résineux";"10"
41944,00;6614,00;"FR7200739";"N16";"Forêts caducifoliées";"10"
41945,00;6615,00;"FR7200741";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"6"
41946,00;6615,00;"FR7200741";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
41947,00;6615,00;"FR7200741";"N15";"Autres terres arables";"44"
41948,00;6615,00;"FR7200741";"N19";"Forêts mixtes";"38"
41949,00;6615,00;"FR7200741";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
41950,00;6615,00;"FR7200741";"N09";"Pelouses sèches, Steppes";"9"
41962,00;6617,00;"FR7200753";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1,2"
41963,00;6617,00;"FR7200753";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"13,7"
41964,00;6617,00;"FR7200753";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"0,1"
41965,00;6617,00;"FR7200753";"N11";"Pelouses alpine et sub-alpine";"0,6"
41966,00;6617,00;"FR7200753";"N16";"Forêts caducifoliées";"68,2"
41967,00;6617,00;"FR7200753";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"0,1"
41968,00;6617,00;"FR7200753";"N09";"Pelouses sèches, Steppes";"13,2"
41969,00;6617,00;"FR7200753";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"0,1"
41970,00;6617,00;"FR7200753";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"0,2"
41971,00;6617,00;"FR7200753";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"2,3"
41972,00;6617,00;"FR7200753";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"0,3"
41973,00;6618,00;"FR7200760";"N19";"Forêts mixtes";"5"
41974,00;6618,00;"FR7200760";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
41975,00;6618,00;"FR7200760";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"66"
41976,00;6618,00;"FR7200760";"N16";"Forêts caducifoliées";"25"
41977,00;6618,00;"FR7200760";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"2"
41978,00;6619,00;"FR7200771";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"16"
41979,00;6619,00;"FR7200771";"N16";"Forêts caducifoliées";"56"
41980,00;6619,00;"FR7200771";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
41981,00;6619,00;"FR7200771";"N09";"Pelouses sèches, Steppes";"27"
41986,00;6621,00;"FR7200784";"N16";"Forêts caducifoliées";"20"
41987,00;6621,00;"FR7200784";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"10"
41988,00;6621,00;"FR7200784";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5"
41989,00;6621,00;"FR7200784";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
41990,00;6621,00;"FR7200784";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"20"
41991,00;6621,00;"FR7200784";"N14";"Prairies ameliorées";"15"
41992,00;6621,00;"FR7200784";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"20"
41993,00;6622,00;"FR7200786";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1,93"
41994,00;6622,00;"FR7200786";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"3,36"
41995,00;6622,00;"FR7200786";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"30,82"
41996,00;6622,00;"FR7200786";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"0,39"
41997,00;6622,00;"FR7200786";"N03";"Marais salants, Prés salés, Steppes salées";"0,39"
41998,00;6622,00;"FR7200786";"N25";"Prairies et broussailles (en général)";"0,48"
41999,00;6622,00;"FR7200786";"N26";"Forêts (en général)";"48,66"
42000,00;6622,00;"FR7200786";"N15";"Autres terres arables";"7,8"
42001,00;6622,00;"FR7200786";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"6,17"
42002,00;6623,00;"FR7200790";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"80"
42003,00;6623,00;"FR7200790";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5"
42004,00;6623,00;"FR7200790";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"10"
42005,00;6623,00;"FR7200790";"N16";"Forêts caducifoliées";"5"
42006,00;6624,00;"FR7200809";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"6,14"
42007,00;6624,00;"FR7200809";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"4,18"
42008,00;6624,00;"FR7200809";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"21,64"
42009,00;6624,00;"FR7200809";"N16";"Forêts caducifoliées";"51,29"
42010,00;6624,00;"FR7200809";"N09";"Pelouses sèches, Steppes";"0,22"
42011,00;6624,00;"FR7200809";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"0,18"
42012,00;6624,00;"FR7200809";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"10,29"
42013,00;6624,00;"FR7200809";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2,23"
42014,00;6624,00;"FR7200809";"N15";"Autres terres arables";"0,04"
42015,00;6624,00;"FR7200809";"N27";"Agriculture (en général)";"1,4"
42016,00;6624,00;"FR7200809";"N14";"Prairies ameliorées";"2,39"
42017,00;6625,00;"FR7300889";"N16";"Forêts caducifoliées";"36"
42018,00;6625,00;"FR7300889";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"21"
42019,00;6625,00;"FR7300889";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"4"
42020,00;6625,00;"FR7300889";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"9"
42021,00;6625,00;"FR7300889";"N09";"Pelouses sèches, Steppes";"1"
42022,00;6625,00;"FR7300889";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"7"
42023,00;6625,00;"FR7300889";"N14";"Prairies ameliorées";"1"
42024,00;6625,00;"FR7300889";"N15";"Autres terres arables";"5"
42025,00;6625,00;"FR7300889";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"13"
42026,00;6625,00;"FR7300889";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"1"
42027,00;6625,00;"FR7300889";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
42044,00;6630,00;"FR8212032";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"30"
42045,00;6630,00;"FR8212032";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
42046,00;6630,00;"FR8212032";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
42047,00;6630,00;"FR8212032";"N09";"Pelouses sèches, Steppes";"1"
42048,00;6630,00;"FR8212032";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
42049,00;6630,00;"FR8212032";"N14";"Prairies ameliorées";"1"
42050,00;6630,00;"FR8212032";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"2"
42051,00;6630,00;"FR8212032";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"1"
42052,00;6630,00;"FR8212032";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"3"
42053,00;6630,00;"FR8212032";"N05";"Galets, Falaises maritimes, Ilots";"2"
42054,00;6630,00;"FR8212032";"N16";"Forêts caducifoliées";"55"
42055,00;6630,00;"FR8212032";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"1"
42067,00;6632,00;"FR9101380";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
42068,00;6632,00;"FR9101380";"N16";"Forêts caducifoliées";"3"
42069,00;6632,00;"FR9101380";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"5"
42070,00;6632,00;"FR9101380";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
42071,00;6632,00;"FR9101380";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"75"
42072,00;6632,00;"FR9101380";"N17";"Forêts de résineux";"2"
42082,00;6634,00;"FR9101391";"N16";"Forêts caducifoliées";"10"
42083,00;6634,00;"FR9101391";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"83"
42084,00;6634,00;"FR9101391";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
42085,00;6634,00;"FR9101391";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
42086,00;6635,00;"FR9101414";"N01";"Mer, Bras de Mer";"100"
42119,00;6640,00;"FR9301497";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
42120,00;6640,00;"FR9301497";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
42121,00;6640,00;"FR9301497";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
42122,00;6640,00;"FR9301497";"N09";"Pelouses sèches, Steppes";"10"
42123,00;6640,00;"FR9301497";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"25"
42124,00;6640,00;"FR9301497";"N11";"Pelouses alpine et sub-alpine";"61"
42125,00;6641,00;"FR9301498";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
42126,00;6641,00;"FR9301498";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"3"
42127,00;6641,00;"FR9301498";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
42128,00;6641,00;"FR9301498";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"7"
42129,00;6641,00;"FR9301498";"N17";"Forêts de résineux";"7"
42130,00;6641,00;"FR9301498";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"47"
42131,00;6641,00;"FR9301498";"N11";"Pelouses alpine et sub-alpine";"20"
42132,00;6641,00;"FR9301498";"N16";"Forêts caducifoliées";"2"
42133,00;6641,00;"FR9301498";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"1"
42134,00;6641,00;"FR9301498";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
42135,00;6642,00;"FR9301499";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
42136,00;6642,00;"FR9301499";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
42137,00;6642,00;"FR9301499";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"10"
42138,00;6642,00;"FR9301499";"N09";"Pelouses sèches, Steppes";"1"
42139,00;6642,00;"FR9301499";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"2"
42140,00;6642,00;"FR9301499";"N11";"Pelouses alpine et sub-alpine";"20"
42141,00;6642,00;"FR9301499";"N15";"Autres terres arables";"1"
42142,00;6642,00;"FR9301499";"N16";"Forêts caducifoliées";"1"
42143,00;6642,00;"FR9301499";"N17";"Forêts de résineux";"21"
42144,00;6642,00;"FR9301499";"N19";"Forêts mixtes";"1"
42145,00;6642,00;"FR9301499";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"40"
42146,00;6642,00;"FR9301499";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
42147,00;6643,00;"FR9301502";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
42148,00;6643,00;"FR9301502";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"15"
42149,00;6643,00;"FR9301502";"N09";"Pelouses sèches, Steppes";"20"
42150,00;6643,00;"FR9301502";"N17";"Forêts de résineux";"19"
42151,00;6643,00;"FR9301502";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"11"
42152,00;6643,00;"FR9301502";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"6"
42153,00;6643,00;"FR9301502";"N15";"Autres terres arables";"4"
42154,00;6643,00;"FR9301502";"N16";"Forêts caducifoliées";"5"
42155,00;6643,00;"FR9301502";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"3"
42156,00;6643,00;"FR9301502";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"12"
42164,00;6645,00;"FR9301504";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
42165,00;6645,00;"FR9301504";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5"
42166,00;6645,00;"FR9301504";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
42167,00;6645,00;"FR9301504";"N09";"Pelouses sèches, Steppes";"32"
42168,00;6645,00;"FR9301504";"N11";"Pelouses alpine et sub-alpine";"12"
42169,00;6645,00;"FR9301504";"N17";"Forêts de résineux";"24"
42170,00;6645,00;"FR9301504";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"24"
42171,00;6646,00;"FR9301505";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"9"
42172,00;6646,00;"FR9301505";"N11";"Pelouses alpine et sub-alpine";"41"
42173,00;6646,00;"FR9301505";"N17";"Forêts de résineux";"14"
42174,00;6646,00;"FR9301505";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"32"
42175,00;6646,00;"FR9301505";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
42176,00;6646,00;"FR9301505";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
42177,00;6646,00;"FR9301505";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
42178,00;6647,00;"FR9301506";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
42179,00;6647,00;"FR9301506";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
42180,00;6647,00;"FR9301506";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"36"
42181,00;6647,00;"FR9301506";"N11";"Pelouses alpine et sub-alpine";"15"
42182,00;6647,00;"FR9301506";"N16";"Forêts caducifoliées";"6"
42183,00;6647,00;"FR9301506";"N17";"Forêts de résineux";"7"
42184,00;6647,00;"FR9301506";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"31"
42185,00;6647,00;"FR9301506";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"2"
42186,00;6647,00;"FR9301506";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
42187,00;6648,00;"FR9301511";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
42188,00;6648,00;"FR9301511";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"15"
42189,00;6648,00;"FR9301511";"N09";"Pelouses sèches, Steppes";"6"
42190,00;6648,00;"FR9301511";"N11";"Pelouses alpine et sub-alpine";"22"
42191,00;6648,00;"FR9301511";"N16";"Forêts caducifoliées";"11"
42192,00;6648,00;"FR9301511";"N17";"Forêts de résineux";"14"
42193,00;6648,00;"FR9301511";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"13"
42194,00;6648,00;"FR9301511";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"2"
42195,00;6648,00;"FR9301511";"N15";"Autres terres arables";"1"
42196,00;6648,00;"FR9301511";"N19";"Forêts mixtes";"13"
42197,00;6648,00;"FR9301511";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"2"
42198,00;6649,00;"FR9301514";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
42199,00;6649,00;"FR9301514";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
42200,00;6649,00;"FR9301514";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"21"
42201,00;6649,00;"FR9301514";"N09";"Pelouses sèches, Steppes";"15"
42202,00;6649,00;"FR9301514";"N16";"Forêts caducifoliées";"20"
42203,00;6649,00;"FR9301514";"N17";"Forêts de résineux";"25"
42204,00;6649,00;"FR9301514";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"16"
