"PK_DESIGC";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"COVER";"PARENT_ISO"
"21008";"6392";"FR8201715";"20";"Autre terrain acquis (fondation, association, etc.)";;"FRA"
"21010";"6394";"FR8201719";"36";"Réserve naturelle nationale";"100";"FRA"
"21011";"6394";"FR8201719";"72";"Zone humide protégée par la convention de Ramsar";"100";"INT"
"21012";"6394";"FR8201719";"69";"Réserve Biogénétique du Conseil de l'Europe";"100";"INT"
"21020";"6396";"FR8201722";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"80";"FRA"
"21021";"6397";"FR8201723";"52";"Réserve de chasse et de faune sauvage d'ACCA";"5";"FRA"
"21022";"6397";"FR8201723";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"55";"FRA"
"21023";"6398";"FR8201724";"00";"Aucune protection";"100";"FRA"
"21030";"6400";"FR8201728";"36";"Réserve naturelle nationale";"6";"FRA"
"21031";"6400";"FR8201728";"95";"Périmètre de protection d’une réserve naturelle nationale";"5";"FRA"
"21032";"6400";"FR8201728";"22";"Forêt non domaniale bénéficiant du régime forestier";"1";"FRA"
"21033";"6400";"FR8201728";"18";"Espace Classé Boisé";"15";"FRA"
"21040";"6403";"FR8201743";"80";"Parc naturel régional";"100";"FRA"
"21041";"6403";"FR8201743";"32";"Site classé selon la loi de 1930";"0,4";"FRA"
"21042";"6403";"FR8201743";"31";"Site inscrit selon la loi de 1930";"10,7";"FRA"
"21043";"6403";"FR8201743";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,47";"FRA"
"21045";"6405";"FR8201755";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"31";"FRA"
"21046";"6405";"FR8201755";"52";"Réserve de chasse et de faune sauvage d'ACCA";"34";"FRA"
"21047";"6406";"FR8201757";"42";"Réserve naturelle conventionnelle";"4";"FRA"
"21048";"6406";"FR8201757";"22";"Forêt non domaniale bénéficiant du régime forestier";"20";"FRA"
"21051";"6408";"FR8201761";"80";"Parc naturel régional";"100";"FRA"
"21052";"6408";"FR8201761";"23";"Réserve biologique dirigée";"50";"FRA"
"21055";"6411";"FR8201770";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"6";"FRA"
"21056";"6411";"FR8201770";"80";"Parc naturel régional";"14";"FRA"
"21057";"6411";"FR8201770";"31";"Site inscrit selon la loi de 1930";"17";"FRA"
"21058";"6411";"FR8201770";"32";"Site classé selon la loi de 1930";"10";"FRA"
"21065";"6414";"FR8201774";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"21066";"6414";"FR8201774";"80";"Parc naturel régional";"100";"FRA"
"21067";"6415";"FR8201776";"22";"Forêt non domaniale bénéficiant du régime forestier";"100";"FRA"
"21068";"6415";"FR8201776";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"21069";"6415";"FR8201776";"93";"Réserve naturelle régionale";"100";"FRA"
"21078";"6418";"FR8201782";"21";"Forêt domaniale";"59";"FRA"
"21089";"6420";"FR8201791";"00";"Aucune protection";"100";"FRA"
"21090";"6421";"FR8202002";"23";"Réserve biologique dirigée";"2";"FRA"
"21091";"6421";"FR8202002";"27";"Réserve biologique domaniale dirigée";"2";"FRA"
"21092";"6421";"FR8202002";"51";"Réserve nationale de chasse et de faune sauvage";"40";"FRA"
"21093";"6421";"FR8202002";"80";"Parc naturel régional";"97";"FRA"
"21094";"6421";"FR8202002";"29";"Réserve biologique";"2";"FRA"
"21097";"6423";"FR8202005";"00";"Aucune protection";"100";"FRA"
"21099";"6424";"FR8202008";"80";"Parc naturel régional";"100";"FRA"
"21100";"6425";"FR8202009";"11";"Terrain acquis par le Conservatoire du Littoral";"5";"FRA"
"21101";"6425";"FR8202009";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"21102";"6425";"FR8202009";"32";"Site classé selon la loi de 1930";"10";"FRA"
"21103";"6425";"FR8202009";"72";"Zone humide protégée par la convention de Ramsar";"70,6";"INT"
"21116";"6429";"FR8301034";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"21117";"6429";"FR8301034";"32";"Site classé selon la loi de 1930";"2";"FRA"
"21118";"6429";"FR8301034";"24";"Réserve biologique intégrale";"10";"FRA"
"21119";"6430";"FR8301035";"15";"Terrain acquis par un conservatoire d'espaces naturels";"0";"FRA"
"21120";"6430";"FR8301035";"31";"Site inscrit selon la loi de 1930";"1,8";"FRA"
"21121";"6430";"FR8301035";"36";"Réserve naturelle nationale";"0,8";"FRA"
"21122";"6430";"FR8301035";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"2,5";"FRA"
"21123";"6430";"FR8301035";"22";"Forêt non domaniale bénéficiant du régime forestier";"2";"FRA"
"21124";"6430";"FR8301035";"32";"Site classé selon la loi de 1930";"13,8";"FRA"
"21125";"6430";"FR8301035";"80";"Parc naturel régional";"32,4";"FRA"
"21126";"6430";"FR8301035";"69";"Réserve Biogénétique du Conseil de l'Europe";"0,8";"INT"
"21127";"6430";"FR8301035";"93";"Réserve naturelle régionale";"0,6";"FRA"
"21128";"6431";"FR8301040";"13";"Terrain acquis par un département";"3";"FRA"
"21129";"6431";"FR8301040";"22";"Forêt non domaniale bénéficiant du régime forestier";;"FRA"
"21130";"6431";"FR8301040";"32";"Site classé selon la loi de 1930";;"FRA"
"21131";"6431";"FR8301040";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";;"FRA"
"21132";"6431";"FR8301040";"36";"Réserve naturelle nationale";"25";"FRA"
"21133";"6431";"FR8301040";"80";"Parc naturel régional";"100";"FRA"
"21134";"6432";"FR8301044";"80";"Parc naturel régional";"100";"FRA"
"21140";"6434";"FR8301059";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"5";"FRA"
"21141";"6434";"FR8301059";"80";"Parc naturel régional";"42";"FRA"
"21155";"6441";"FR8301080";"80";"Parc naturel régional";"40";"FRA"
"21156";"6441";"FR8301080";"00";"Aucune protection";"60";"FRA"
"21161";"6446";"FR8301095";"11";"Terrain acquis par le Conservatoire du Littoral";"0";"FRA"
"21162";"6446";"FR8301095";"80";"Parc naturel régional";"10";"FRA"
"21165";"6449";"FR8302011";"15";"Terrain acquis par un conservatoire d'espaces naturels";"6";"FRA"
"21168";"6451";"FR8302013";"15";"Terrain acquis par un conservatoire d'espaces naturels";"4";"FRA"
"21169";"6451";"FR8302013";"80";"Parc naturel régional";"10";"FRA"
"21171";"6452";"FR8302033";"40";"Zone protégée au titre de la Loi Montagne";"100";"FRA"
"21172";"6452";"FR8302033";"17";"Zone naturelle et forestière de document d'urbanisme";"10";"FRA"
"21175";"6457";"FR9101366";"34";"Parc national, aire d'adhésion";"100";"FRA"
"21176";"6458";"FR9101368";"33";"Parc national, zone coeur";"2";"FRA"
"21177";"6458";"FR9101368";"34";"Parc national, aire d'adhésion";"91";"FRA"
"21178";"6458";"FR9101368";"63";"Réserve de Biosphère, zone centrale";"3,8";"INT"
"21179";"6458";"FR9101368";"65";"Réserve de Biosphère, zone de transition";"93,5";"INT"
"21180";"6458";"FR9101368";"64";"Réserve de Biosphère, zone tampon";"2,7";"INT"
"21181";"6459";"FR9101379";"33";"Parc national, zone coeur";"30";"FRA"
"21182";"6459";"FR9101379";"34";"Parc national, aire d'adhésion";"70";"FRA"
"21183";"6459";"FR9101379";"68";"Réserve de Biosphère";"100";"INT"
"21187";"6462";"FR9102003";"00";"Aucune protection";"100";"FRA"
"21194";"6465";"FR9400573";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1,16";"FRA"
"21195";"6465";"FR9400573";"80";"Parc naturel régional";"0,78";"FRA"
"21206";"6468";"FR9400577";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"21207";"6468";"FR9400577";"29";"Réserve biologique";"1";"FRA"
"21208";"6468";"FR9400577";"52";"Réserve de chasse et de faune sauvage d'ACCA";"5";"FRA"
"21209";"6468";"FR9400577";"21";"Forêt domaniale";"10";"FRA"
"21210";"6468";"FR9400577";"31";"Site inscrit selon la loi de 1930";"10";"FRA"
"21211";"6468";"FR9400577";"80";"Parc naturel régional";"100";"FRA"
"21212";"6468";"FR9400577";"68";"Réserve de Biosphère";"100";"INT"
"21213";"6469";"FR9400583";"21";"Forêt domaniale";"100";"FRA"
"21214";"6469";"FR9400583";"80";"Parc naturel régional";"100";"FRA"
"21216";"6471";"FR9400586";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21217";"6471";"FR9400586";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"40";"FRA"
"21218";"6472";"FR9400593";"21";"Forêt domaniale";"0,8";"FRA"
"21219";"6472";"FR9400593";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"15,12";"FRA"
"21220";"6472";"FR9400593";"11";"Terrain acquis par le Conservatoire du Littoral";"50";"FRA"
"21221";"6472";"FR9400593";"32";"Site classé selon la loi de 1930";"49,29";"FRA"
"21222";"6472";"FR9400593";"29";"Réserve biologique";"0,7";"FRA"
"21224";"6474";"FR9400597";"80";"Parc naturel régional";"100";"FRA"
"21225";"6475";"FR9400599";"31";"Site inscrit selon la loi de 1930";"100";"FRA"
"21226";"6476";"FR9400606";"11";"Terrain acquis par le Conservatoire du Littoral";"6";"FRA"
"21227";"6477";"FR9400607";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21228";"6477";"FR9400607";"11";"Terrain acquis par le Conservatoire du Littoral";"31";"FRA"
"21232";"6481";"FR9400618";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"17";"FRA"
"21233";"6481";"FR9400618";"22";"Forêt non domaniale bénéficiant du régime forestier";"30";"FRA"
"21234";"6481";"FR9400618";"80";"Parc naturel régional";"100";"FRA"
"21237";"6483";"FR9402011";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"21243";"6490";"FR2100284";"80";"Parc naturel régional";"4";"FRA"
"21251";"6504";"FR2200347";"11";"Terrain acquis par le Conservatoire du Littoral";"4,7";"FRA"
"21252";"6504";"FR2200347";"72";"Zone humide protégée par la convention de Ramsar";"100";"INT"
"21253";"6504";"FR2200347";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,6";"FRA"
"21254";"6504";"FR2200347";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2,6";"FRA"
"21255";"6505";"FR2200359";"36";"Réserve naturelle nationale";"4";"FRA"
"21256";"6505";"FR2200359";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"7";"FRA"
"21258";"6506";"FR2200362";"00";"Aucune protection";"100";"FRA"
"21259";"6507";"FR2200388";"00";"Aucune protection";"100";"FRA"
"21260";"6508";"FR2200396";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21282";"6518";"FR2400518";"22";"Forêt non domaniale bénéficiant du régime forestier";"1";"FRA"
"21283";"6518";"FR2400518";"21";"Forêt domaniale";"40";"FRA"
"21284";"6519";"FR2400519";"00";"Aucune protection";"100";"FRA"
"21285";"6520";"FR2400520";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"21286";"6520";"FR2400520";"23";"Réserve biologique dirigée";"1";"FRA"
"21287";"6520";"FR2400520";"27";"Réserve biologique domaniale dirigée";"1";"FRA"
"21288";"6520";"FR2400520";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"2";"FRA"
"21289";"6520";"FR2400520";"21";"Forêt domaniale";"6";"FRA"
"21290";"6521";"FR2400521";"15";"Terrain acquis par un conservatoire d'espaces naturels";"5";"FRA"
"21296";"6523";"FR2400523";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"7";"FRA"
"21297";"6524";"FR2400524";"21";"Forêt domaniale";"91";"FRA"
"21298";"6525";"FR2400528";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"21299";"6525";"FR2400528";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21300";"6525";"FR2400528";"36";"Réserve naturelle nationale";"1";"FRA"
"21301";"6525";"FR2400528";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"21302";"6525";"FR2400528";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"3";"FRA"
"21303";"6526";"FR2400534";"13";"Terrain acquis par un département";"1";"FRA"
"21304";"6526";"FR2400534";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"21305";"6526";"FR2400534";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21306";"6526";"FR2400534";"36";"Réserve naturelle nationale";"1";"FRA"
"21307";"6526";"FR2400534";"52";"Réserve de chasse et de faune sauvage d'ACCA";"1";"FRA"
"21308";"6526";"FR2400534";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"21309";"6526";"FR2400534";"80";"Parc naturel régional";"99";"FRA"
"21310";"6526";"FR2400534";"72";"Zone humide protégée par la convention de Ramsar";"99";"INT"
"21311";"6526";"FR2400534";"93";"Réserve naturelle régionale";"1";"FRA"
"21312";"6527";"FR2400536";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"21313";"6527";"FR2400536";"22";"Forêt non domaniale bénéficiant du régime forestier";"1";"FRA"
"21314";"6527";"FR2400536";"32";"Site classé selon la loi de 1930";"40";"FRA"
"21315";"6527";"FR2400536";"80";"Parc naturel régional";"40";"FRA"
"21316";"6527";"FR2400536";"72";"Zone humide protégée par la convention de Ramsar";"30";"INT"
"21318";"6529";"FR2400540";"15";"Terrain acquis par un conservatoire d'espaces naturels";"40";"FRA"
"21319";"6529";"FR2400540";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"40";"FRA"
"21320";"6529";"FR2400540";"80";"Parc naturel régional";"100";"FRA"
"21321";"6530";"FR2400541";"80";"Parc naturel régional";"95";"FRA"
"21322";"6531";"FR2400548";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21323";"6531";"FR2400548";"80";"Parc naturel régional";"25";"FRA"
"21324";"6532";"FR2400552";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21325";"6532";"FR2400552";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"21326";"6532";"FR2400552";"37";"Réserve naturelle volontaire";"2";"FRA"
"21327";"6533";"FR2400556";"00";"Aucune protection";"100";"FRA"
"21328";"6534";"FR2400558";"51";"Réserve nationale de chasse et de faune sauvage";"99";"FRA"
"21329";"6534";"FR2400558";"21";"Forêt domaniale";"100";"FRA"
"21330";"6535";"FR2400561";"15";"Terrain acquis par un conservatoire d'espaces naturels";"10";"FRA"
"21331";"6536";"FR2400562";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"21332";"6536";"FR2400562";"36";"Réserve naturelle nationale";"90";"FRA"
"21333";"6537";"FR2400565";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"21334";"6537";"FR2400565";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"21335";"6537";"FR2400565";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21336";"6537";"FR2400565";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"2";"FRA"
"21337";"6538";"FR2402001";"22";"Forêt non domaniale bénéficiant du régime forestier";"1";"FRA"
"21338";"6538";"FR2402001";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"21339";"6538";"FR2402001";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21340";"6538";"FR2402001";"37";"Réserve naturelle volontaire";"1";"FRA"
"21341";"6538";"FR2402001";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21342";"6538";"FR2402001";"21";"Forêt domaniale";"2";"FRA"
"21343";"6539";"FR2402007";"80";"Parc naturel régional";"5";"FRA"
"21390";"6557";"FR3100481";"11";"Terrain acquis par le Conservatoire du Littoral";"40";"FRA"
"21391";"6557";"FR3100481";"23";"Réserve biologique dirigée";"40";"FRA"
"21392";"6557";"FR3100481";"27";"Réserve biologique domaniale dirigée";"40";"FRA"
"21393";"6559";"FR4100196";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"15";"FRA"
"21394";"6559";"FR4100196";"36";"Réserve naturelle nationale";"75";"FRA"
"21395";"6559";"FR4100196";"21";"Forêt domaniale";"100";"FRA"
"21396";"6559";"FR4100196";"80";"Parc naturel régional";"100";"FRA"
"21399";"6561";"FR4112005";"52";"Réserve de chasse et de faune sauvage d'ACCA";;"FRA"
"21400";"6561";"FR4112005";"15";"Terrain acquis par un conservatoire d'espaces naturels";"3";"FRA"
"21413";"6564";"FR4211790";"22";"Forêt non domaniale bénéficiant du régime forestier";"40";"FRA"
"21414";"6564";"FR4211790";"21";"Forêt domaniale";"60";"FRA"
"21415";"6564";"FR4211790";"23";"Réserve biologique dirigée";"0,04";"FRA"
"21416";"6565";"FR4211809";"23";"Réserve biologique dirigée";"1";"FRA"
"21417";"6565";"FR4211809";"21";"Forêt domaniale";"100";"FRA"
"21468";"6580";"FR5212006";"00";"Aucune protection";;"FRA"
"21491";"6594";"FR7200680";"13";"Terrain acquis par un département";"1";"FRA"
"21492";"6594";"FR7200680";"52";"Réserve de chasse et de faune sauvage d'ACCA";"1";"FRA"
"21493";"6594";"FR7200680";"22";"Forêt non domaniale bénéficiant du régime forestier";"2";"FRA"
"21497";"6598";"FR7200687";"36";"Réserve naturelle nationale";"100";"FRA"
"21500";"6600";"FR7200690";"13";"Terrain acquis par un département";"2";"FRA"
"21501";"6600";"FR7200690";"52";"Réserve de chasse et de faune sauvage d'ACCA";"13";"FRA"
"21509";"6602";"FR7200699";"00";"Aucune protection";"100";"FRA"
"21513";"6604";"FR7200705";"00";"Aucune protection";"100";"FRA"
"21532";"6608";"FR7200719";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"21533";"6608";"FR7200719";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21534";"6608";"FR7200719";"11";"Terrain acquis par le Conservatoire du Littoral";"72";"FRA"
"21535";"6608";"FR7200719";"36";"Réserve naturelle nationale";"72";"FRA"
"21543";"6611";"FR7200728";"80";"Parc naturel régional";"100";"FRA"
"21549";"6615";"FR7200741";"00";"Aucune protection";"100";"FRA"
"21568";"6630";"FR8212032";"20";"Autre terrain acquis (fondation, association, etc.)";;"FRA"
"21569";"6630";"FR8212032";"50";"Réserve de chasse et de faune sauvage";"23,9";"FRA"
"21570";"6630";"FR8212032";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"12,9";"FRA"
"21577";"6632";"FR9101380";"34";"Parc national, aire d'adhésion";"33";"FRA"
"21578";"6632";"FR9101380";"32";"Site classé selon la loi de 1930";"67";"FRA"
"21579";"6632";"FR9101380";"33";"Parc national, zone coeur";"67";"FRA"
"21581";"6634";"FR9101391";"00";"Aucune protection";"100";"FRA"
"21582";"6635";"FR9101414";"00";"Aucune protection";"100";"FRA"
"21594";"6640";"FR9301497";"32";"Site classé selon la loi de 1930";"16";"FRA"
"21595";"6640";"FR9301497";"34";"Parc national, aire d'adhésion";"100";"FRA"
"21596";"6641";"FR9301498";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21597";"6641";"FR9301498";"36";"Réserve naturelle nationale";"8";"FRA"
"21598";"6641";"FR9301498";"32";"Site classé selon la loi de 1930";"26";"FRA"
"21599";"6641";"FR9301498";"34";"Parc national, aire d'adhésion";"30";"FRA"
"21600";"6641";"FR9301498";"33";"Parc national, zone coeur";"70";"FRA"
"21601";"6641";"FR9301498";"78";"Diplôme européen";;"INT"
"21612";"6645";"FR9301504";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"21613";"6645";"FR9301504";"22";"Forêt non domaniale bénéficiant du régime forestier";"30";"FRA"
"21614";"6645";"FR9301504";"80";"Parc naturel régional";"100";"FRA"
"21615";"6646";"FR9301505";"23";"Réserve biologique dirigée";"0";"FRA"
"21616";"6646";"FR9301505";"27";"Réserve biologique domaniale dirigée";"0";"FRA"
"21617";"6646";"FR9301505";"22";"Forêt non domaniale bénéficiant du régime forestier";"9";"FRA"
"21618";"6646";"FR9301505";"21";"Forêt domaniale";"13";"FRA"
"21619";"6646";"FR9301505";"34";"Parc national, aire d'adhésion";"38";"FRA"
"21620";"6646";"FR9301505";"33";"Parc national, zone coeur";"62";"FRA"
"21621";"6647";"FR9301506";"36";"Réserve naturelle nationale";"1";"FRA"
"21622";"6647";"FR9301506";"34";"Parc national, aire d'adhésion";"28";"FRA"
"21623";"6647";"FR9301506";"31";"Site inscrit selon la loi de 1930";"56";"FRA"
"21624";"6647";"FR9301506";"33";"Parc national, zone coeur";"72";"FRA"
"21625";"6648";"FR9301511";"23";"Réserve biologique dirigée";"1";"FRA"
"21626";"6648";"FR9301511";"27";"Réserve biologique domaniale dirigée";"1";"FRA"
"21627";"6648";"FR9301511";"22";"Forêt non domaniale bénéficiant du régime forestier";"17";"FRA"
"21628";"6648";"FR9301511";"21";"Forêt domaniale";"36";"FRA"
"21629";"6648";"FR9301511";"29";"Réserve biologique";"1";"FRA"
"21642";"6653";"FR9301524";"34";"Parc national, aire d'adhésion";"0";"FRA"
"21643";"6653";"FR9301524";"80";"Parc naturel régional";"0";"FRA"
"21644";"6653";"FR9301524";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21645";"6653";"FR9301524";"22";"Forêt non domaniale bénéficiant du régime forestier";"4";"FRA"
"21649";"6656";"FR9301529";"34";"Parc national, aire d'adhésion";"0";"FRA"
"21650";"6656";"FR9301529";"22";"Forêt non domaniale bénéficiant du régime forestier";"14";"FRA"
"21651";"6656";"FR9301529";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"16";"FRA"
"21652";"6656";"FR9301529";"23";"Réserve biologique dirigée";"21";"FRA"
"21653";"6656";"FR9301529";"27";"Réserve biologique domaniale dirigée";"21";"FRA"
"21654";"6656";"FR9301529";"21";"Forêt domaniale";"41";"FRA"
"21655";"6656";"FR9301529";"31";"Site inscrit selon la loi de 1930";"76";"FRA"
"21663";"6661";"FR9301547";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21664";"6661";"FR9301547";"22";"Forêt non domaniale bénéficiant du régime forestier";"5";"FRA"
"21665";"6661";"FR9301547";"34";"Parc national, aire d'adhésion";"18";"FRA"
"21666";"6661";"FR9301547";"23";"Réserve biologique dirigée";"20";"FRA"
"21667";"6661";"FR9301547";"27";"Réserve biologique domaniale dirigée";"20";"FRA"
"21668";"6661";"FR9301547";"21";"Forêt domaniale";"85";"FRA"
"21682";"6666";"FR9301560";"31";"Site inscrit selon la loi de 1930";"10";"FRA"
"21683";"6666";"FR9301560";"34";"Parc national, aire d'adhésion";"100";"FRA"
"21684";"6667";"FR9301561";"34";"Parc national, aire d'adhésion";"63";"FRA"
"21685";"6668";"FR9301562";"21";"Forêt domaniale";"2";"FRA"
"21686";"6668";"FR9301562";"34";"Parc national, aire d'adhésion";"7";"FRA"
"21687";"6669";"FR9301563";"00";"Aucune protection";"100";"FRA"
"21688";"6670";"FR9301566";"22";"Forêt non domaniale bénéficiant du régime forestier";"5";"FRA"
"21689";"6670";"FR9301566";"21";"Forêt domaniale";"17";"FRA"
"21690";"6670";"FR9301566";"34";"Parc national, aire d'adhésion";"100";"FRA"
"21810";"6706";"FR9302005";"34";"Parc national, aire d'adhésion";"100";"FRA"
"21820";"6710";"FR9402019";"91";"Parc naturel marin";"70";"FRA"
"21823";"6712";"FR9402021";"91";"Parc naturel marin";"100";"FRA"
"21849";"6721";"FR1100797";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,5";"FRA"
"21850";"6721";"FR1100797";"31";"Site inscrit selon la loi de 1930";"48";"FRA"
"21851";"6721";"FR1100797";"32";"Site classé selon la loi de 1930";"51";"FRA"
"21852";"6721";"FR1100797";"80";"Parc naturel régional";"67";"FRA"
"21853";"6721";"FR1100797";"36";"Réserve naturelle nationale";"17,6";"FRA"
"21854";"6721";"FR1100797";"93";"Réserve naturelle régionale";"15,2";"FRA"
"21859";"6723";"FR1100799";"13";"Terrain acquis par un département";"3";"FRA"
"21860";"6723";"FR1100799";"32";"Site classé selon la loi de 1930";"70";"FRA"
"21861";"6723";"FR1100799";"80";"Parc naturel régional";"100";"FRA"
"21863";"6725";"FR1100801";"13";"Terrain acquis par un département";"17";"FRA"
"21864";"6725";"FR1100801";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"77";"FRA"
"21867";"6727";"FR1100803";"13";"Terrain acquis par un département";"1";"FRA"
"21868";"6727";"FR1100803";"23";"Réserve biologique dirigée";"29";"FRA"
"21869";"6727";"FR1100803";"27";"Réserve biologique domaniale dirigée";"29";"FRA"
"21870";"6727";"FR1100803";"32";"Site classé selon la loi de 1930";"45";"FRA"
"21871";"6727";"FR1100803";"31";"Site inscrit selon la loi de 1930";"55";"FRA"
"21872";"6727";"FR1100803";"21";"Forêt domaniale";"97";"FRA"
"21873";"6727";"FR1100803";"80";"Parc naturel régional";"100";"FRA"
"21874";"6728";"FR1100806";"13";"Terrain acquis par un département";"75";"FRA"
"21881";"6733";"FR1102004";"00";"Aucune protection";"15";"FRA"
"21882";"6733";"FR1102004";"31";"Site inscrit selon la loi de 1930";"85";"FRA"
"21883";"6734";"FR1102005";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"21884";"6734";"FR1102005";"32";"Site classé selon la loi de 1930";"10";"FRA"
"21885";"6735";"FR1102006";"00";"Aucune protection";"100";"FRA"
"21886";"6736";"FR1102007";"00";"Aucune protection";"100";"FRA"
"21887";"6737";"FR1102014";"32";"Site classé selon la loi de 1930";"53";"FRA"
"21888";"6737";"FR1102014";"80";"Parc naturel régional";"91";"FRA"
"21889";"6737";"FR1102014";"31";"Site inscrit selon la loi de 1930";"47";"FRA"
"21890";"6737";"FR1102014";"22";"Forêt non domaniale bénéficiant du régime forestier";"30";"FRA"
"21891";"6737";"FR1102014";"17";"Zone naturelle et forestière de document d'urbanisme";"29";"FRA"
"21892";"6737";"FR1102014";"18";"Espace Classé Boisé";"25";"FRA"
"21894";"6737";"FR1102014";"13";"Terrain acquis par un département";"1,7";"FRA"
"21895";"6737";"FR1102014";"87";"Abord de monument historique";"1";"FRA"
"21897";"6737";"FR1102014";"82";"Zone bénéficiant de mesures agro-environnementales";"0,05";"FRA"
"21900";"6744";"FR2100276";"36";"Réserve naturelle nationale";"13";"FRA"
"21901";"6744";"FR2100276";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"26";"FRA"
"21902";"6744";"FR2100276";"31";"Site inscrit selon la loi de 1930";"40";"FRA"
"21903";"6745";"FR2100277";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"28";"FRA"
"21904";"6748";"FR2100299";"22";"Forêt non domaniale bénéficiant du régime forestier";"40";"FRA"
"21905";"6748";"FR2100299";"21";"Forêt domaniale";"60";"FRA"
"21912";"6752";"FR2100336";"31";"Site inscrit selon la loi de 1930";"100";"FRA"
"21920";"6758";"FR2410002";"00";"Aucune protection";"100";"FRA"
"21921";"6759";"FR2410003";"13";"Terrain acquis par un département";"2";"FRA"
