"PK_NATURA";"SITECODE";"SITE_NAME";"TYPE";"DATE_";"UPDATE_";"DATE_PROP";"DATE_LAST_PROP";"DATE_FIRST_CON";"DATE_CON";"SAC_DATE_INIT";"SAC_DATE";"SPA_DATE_INIT";"SPA_DATE";"AREA";"MARINE_AREA_POURC";"LONGITUDE";"LATITUDE";"FR_ALT_MAX";"FR_ALT_MIN";"FR_ALT_MEAN";"CD_REG";"INSPIRE_ID";"EXIST_PLAN";"SPA_LEGAL_REF";"SAC_LEGAL_REF";"EXPLANATIONS";"DATE_INTEGRATION"
"4375";"FR8302007";"Grotte de la Denise";"B";30/4/2001 00:00:00;21/11/2013 00:00:00;30/4/2002 00:00:00;30/9/2011 00:00:00;7/12/2004 00:00:00;16/11/2012 00:00:00;2/10/2014 00:00:00;2/10/2014 00:00:00;;;58,00;;3,85;45,06;;;"840";"83";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029582967";;2/6/2014 00:00:00
"4376";"FR8302008";"Carrière de Solignac (dite de Coucouron)";"B";30/4/2001 00:00:00;21/11/2013 00:00:00;30/4/2002 00:00:00;30/9/2011 00:00:00;7/12/2004 00:00:00;16/11/2012 00:00:00;2/10/2014 00:00:00;2/10/2014 00:00:00;;;220,00;;3,87;44,97;"930";"660";;"83";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029582973";;2/6/2014 00:00:00
"4381";"FR9101405";"Le Petit Rhône";"B";31/1/1996 00:00:00;27/3/2014 00:00:00;30/4/2002 00:00:00;30/4/2006 00:00:00;19/7/2006 00:00:00;28/3/2008 00:00:00;30/7/2015 00:00:00;30/7/2015 00:00:00;;;806,00;;4,43;43,58;"5";"0";"2";"93";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030987173&dateTexte=&categorieLien=id";;2/6/2014 00:00:00
"4392";"FR9301996";"Cap Ferrat";"B";31/5/2008 00:00:00;21/3/2014 00:00:00;31/5/2008 00:00:00;30/10/2008 00:00:00;22/12/2009 00:00:00;22/12/2009 00:00:00;24/11/2015 00:00:00;24/11/2015 00:00:00;;;8959,00;"100";7,35;43,66;"0";"-1263";"-500";"93";;"null";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031549830";"MAJ 2014.03 : integration datas biologiques DOCOB (T0 Andromede 2012). Conversion surface site en Lamb93.";2/6/2014 00:00:00
"4394";"FR9301998";"Baie de la Ciotat";"B";31/5/2008 00:00:00;21/3/2014 00:00:00;31/5/2008 00:00:00;30/10/2008 00:00:00;22/12/2009 00:00:00;22/12/2009 00:00:00;24/11/2015 00:00:00;24/11/2015 00:00:00;;;1755,00;"100";5,65;43,17;"0";"-66";"-30";"93";;"null";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031549836";"MAJ 2014.03 : integration datas biologiques DOCOB (T0 Andromede 2012). Conversion surface site en Lamb93.";2/6/2014 00:00:00
"4395";"FR9301999";"Côte Bleue Marine";"B";31/5/2008 00:00:00;10/3/2014 00:00:00;31/5/2008 00:00:00;30/10/2008 00:00:00;22/12/2009 00:00:00;22/12/2009 00:00:00;24/11/2015 00:00:00;24/11/2015 00:00:00;;;18887,00;"100";5,11;43,29;"0";"-100";"-50";"93";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031549842";"MAJ 2014.03 : integration datas biologiques DOCOB. Conversion surface en Lamb93.";2/6/2014 00:00:00
"4400";"FR2100251";"Pelouses et forêts du Barséquanais";"B";30/6/1995 00:00:00;30/4/2009 00:00:00;31/3/1999 00:00:00;30/9/2014 00:00:00;7/12/2004 00:00:00;26/11/2015 00:00:00;10/2/2016 00:00:00;10/2/2016 00:00:00;;;318,00;;4,53;47,97;"307";"164";"256";"21";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032110494&dateTexte=";;30/9/2014 00:00:00
"4402";"FR2100261";"Pelouses submontagnardes du plateau de Langres";"B";30/6/1995 00:00:00;30/6/2006 00:00:00;31/3/1999 00:00:00;30/9/2014 00:00:00;7/12/2004 00:00:00;26/11/2015 00:00:00;30/3/2016 00:00:00;30/3/2016 00:00:00;;;30,00;;5,19;47,79;"516";"396";"465";"21";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032569311&dateTexte=";;30/9/2014 00:00:00
"4421";"FR2102001";"Anciennes carrières souterraines de Chevillon et Fontaines sur Marne";"B";31/1/2007 00:00:00;28/2/2007 00:00:00;31/3/2007 00:00:00;31/3/2007 00:00:00;12/12/2008 00:00:00;12/12/2008 00:00:00;1/6/2015 00:00:00;1/6/2015 00:00:00;;;23,00;;5,14;48,54;"310";"300";"305";"21";;"false";;"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030696045";;30/9/2014 00:00:00
"4423";"FR2102003";"Carrières souterraines de Chaumont-Choignes";"B";31/1/2007 00:00:00;28/2/2007 00:00:00;31/3/2007 00:00:00;31/3/2007 00:00:00;12/12/2008 00:00:00;12/12/2008 00:00:00;1/6/2015 00:00:00;1/6/2015 00:00:00;;;20,00;;5,17;48,11;"315";"290";"303";"21";;"true";;"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030696051";;30/9/2014 00:00:00
"4424";"FR2200350";"Massif forestier de Lucheux";"B";31/1/1996 00:00:00;20/12/2013 00:00:00;31/3/1999 00:00:00;30/12/2006 00:00:00;7/12/2004 00:00:00;12/12/2008 00:00:00;14/9/2015 00:00:00;14/9/2015 00:00:00;;;275,00;;2,40;50,21;"161";"71";;"22";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031223460";;30/9/2014 00:00:00
"4427";"FR2200373";"Landes et forêts humides du Bas Bray de l'Oise";"B";31/1/1996 00:00:00;24/6/2014 00:00:00;31/3/2001 00:00:00;31/3/2001 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;21/12/2010 00:00:00;21/12/2010 00:00:00;;;230,00;;1,82;49,45;"136";"95";;"22";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000023386574";;30/9/2014 00:00:00
"4428";"FR2200379";"Coteaux de l'Oise autour de Creil";"B";31/1/1996 00:00:00;8/7/2014 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;21/12/2010 00:00:00;21/12/2010 00:00:00;;;102,00;;2,45;49,23;"80";"40";;"22";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000023386589";;30/9/2014 00:00:00
"4432";"FR2200391";"Landes de Versigny";"B";31/1/1996 00:00:00;7/2/2014 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;26/12/2008 00:00:00;26/12/2008 00:00:00;;;239,00;;3,45;49,63;"104";"55";;"22";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020104356";;30/9/2014 00:00:00
"4446";"FR2502020";"Baie de Seine occidentale";"B";30/6/2008 00:00:00;23/1/2014 00:00:00;30/6/2008 00:00:00;30/10/2008 00:00:00;22/12/2009 00:00:00;22/12/2009 00:00:00;1/10/2014 00:00:00;1/10/2014 00:00:00;;;45566,00;"100";-1,09;49,49;"10";"-31";;"25";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029616639";;30/9/2014 00:00:00
"4465";"FR2601008";"Landes sèches et milieux tourbeux du bois du Breuil";"B";31/5/1995 00:00:00;18/2/2014 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;10/4/2015 00:00:00;10/4/2015 00:00:00;;;356,00;;3,79;46,70;"290";"225";"250";"26";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030511584&fastPos=1";;30/9/2014 00:00:00
"4478";"FR4301281";"Combes Derniers";"B";30/11/1995 00:00:00;10/7/2014 00:00:00;31/12/1998 00:00:00;30/10/2009 00:00:00;7/12/2004 00:00:00;10/1/2011 00:00:00;27/5/2009 00:00:00;1/8/2016 00:00:00;;;332,00;;6,16;46,71;"1093";"986";"1033";"43";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033007611&dateTexte=";;30/9/2014 00:00:00
"4482";"FR4301290";"Massif du Mont-d'Or, du Noirmont et du Risol";"B";30/11/1995 00:00:00;17/9/2013 00:00:00;30/6/2005 00:00:00;30/6/2005 00:00:00;13/11/2007 00:00:00;13/11/2007 00:00:00;24/2/2015 00:00:00;24/2/2015 00:00:00;;;10364,00;;6,24;46,66;"1463";"877";"1209";"43";;"false";;"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030316757";"mise à jour pour désignation en ZSC";30/9/2014 00:00:00
"4490";"FR4301310";"Combe du Lac";"B";30/11/1995 00:00:00;11/6/2014 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;142,00;;5,99;46,41;"1240";"1149";"1186";"43";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020776920";;30/9/2014 00:00:00
"4492";"FR4301315";"Combe du Nanchez";"B";30/11/1995 00:00:00;26/6/2014 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;432,00;;5,84;46,51;"1009";"879";"921";"43";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020776870";;30/9/2014 00:00:00
"4495";"FR4301319";"Massif du Risoux";"B";30/11/1995 00:00:00;3/7/2014 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;1843,00;;6,09;46,53;"1291";"1076";"1225";"43";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020776875";;30/9/2014 00:00:00
"4496";"FR4301320";"Forêt du Massacre";"B";30/11/1995 00:00:00;4/7/2014 00:00:00;30/4/2002 00:00:00;30/3/2003 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;1807,00;;6,02;46,40;"1494";"1077";"1320";"43";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020776855";;30/9/2014 00:00:00
"4500";"FR4301330";"Complexe des Sept Lacs du Jura";"B";30/11/1995 00:00:00;11/4/2013 00:00:00;30/4/2002 00:00:00;30/9/2014 00:00:00;7/12/2004 00:00:00;26/11/2015 00:00:00;27/5/2009 00:00:00;11/7/2016 00:00:00;;;2162,00;;5,89;46,62;"1027";"678";"805";"43";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032948905&dateTexte=";;30/9/2014 00:00:00
"4501";"FR4301331";"Vallées et côtes de la Bienne, du Tacon et du Flumen";"B";30/11/1995 00:00:00;26/6/2014 00:00:00;31/12/1998 00:00:00;30/4/2013 00:00:00;7/12/2004 00:00:00;3/12/2014 00:00:00;27/5/2009 00:00:00;22/8/2016 00:00:00;;;17583,00;;5,89;46,39;"1440";"300";"868";"43";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033079882&dateTexte=";;30/9/2014 00:00:00
"4506";"FR4301344";"Vallée de la Lanterne";"B";30/9/2004 00:00:00;10/7/2014 00:00:00;30/4/2006 00:00:00;30/4/2006 00:00:00;13/11/2007 00:00:00;13/11/2007 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;23880,00;;6,30;47,83;"503";"215";"282";"43";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020776940";;30/9/2014 00:00:00
"4509";"FR4301350";"Étangs et Vallées du Territoire de Belfort";"B";31/1/2006 00:00:00;27/6/2014 00:00:00;30/4/2006 00:00:00;30/4/2006 00:00:00;13/11/2007 00:00:00;13/11/2007 00:00:00;24/2/2015 00:00:00;24/2/2015 00:00:00;;;5114,00;;6,96;47,61;"552";"328";"382";"43";;"true";;"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030316739";;30/9/2014 00:00:00
"4519";"FR5400405";"Côteaux calcaires entre les Bouchauds et Marsac";"B";30/11/1995 00:00:00;20/8/2014 00:00:00;31/3/1999 00:00:00;30/11/2004 00:00:00;7/12/2004 00:00:00;12/11/2007 00:00:00;9/8/2006 00:00:00;9/8/2006 00:00:00;;;222,00;;-1,94e-03;45,78;"150";"40";;"54";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000819758";;30/9/2014 00:00:00
"4521";"FR5400407";"Grotte de Rancogne";"B";30/11/1995 00:00:00;21/8/2014 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;9/8/2006 00:00:00;9/8/2006 00:00:00;;;1,00;;0,40;45,69;;;"120";"54";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000270580";;30/9/2014 00:00:00
"4524";"FR5400411";"Chaumes du Vignac et de Clérignac";"B";30/11/1995 00:00:00;19/8/2014 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;103,00;;0,05;45,56;"115";"59";;"54";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020763813";;30/9/2014 00:00:00
"4527";"FR5400420";"Côteaux du Montmorélien";"B";30/11/1995 00:00:00;26/8/2014 00:00:00;31/3/1999 00:00:00;30/3/2007 00:00:00;7/12/2004 00:00:00;12/12/2008 00:00:00;27/5/2009 00:00:00;27/5/2009 00:00:00;;;323,00;;0,25;45,43;"174";"87";;"54";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000020763818";;30/9/2014 00:00:00
"4536";"FR5400459";"Vallée du Corchon";"B";30/11/1995 00:00:00;31/8/2011 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;11/9/2014 00:00:00;11/9/2014 00:00:00;;;62,87;;1,10;46,49;"160";"90";;"54";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029476310&fastPos=1&fastReqId=1974789526";;30/9/2014 00:00:00
"4540";"FR5402011";"Citerne de Sainte-Ouenne";"B";31/1/2007 00:00:00;;31/3/2007 00:00:00;31/3/2007 00:00:00;12/12/2008 00:00:00;12/12/2008 00:00:00;14/8/2014 00:00:00;14/8/2014 00:00:00;;;0,03;;-0,44;46,44;"75";"75";"75";"54";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029387236&dateTexte=&categorieLien=id";;30/9/2014 00:00:00
"4581";"FR8201729";"Marais du Val d'Ainan";"B";31/12/1995 00:00:00;30/7/2014 00:00:00;31/3/1999 00:00:00;30/9/2010 00:00:00;7/12/2004 00:00:00;18/11/2011 00:00:00;20/11/2014 00:00:00;20/11/2014 00:00:00;;;247,00;;5,59;45,43;"465";"409";"444";"82";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029827016";;30/9/2014 00:00:00
"4583";"FR8201736";"Marais à Laiche bicolore, prairies de fauche et habitats rocheux du Vallon du Ferrand et du Plateau d'Emparis";"B";31/12/1995 00:00:00;6/5/2014 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;22/12/2003 00:00:00;22/12/2003 00:00:00;22/8/2006 00:00:00;22/8/2006 00:00:00;;;2412,00;;6,20;45,07;"3445";"1114";"2289";"82";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000000271540";;30/9/2014 00:00:00
"4584";"FR8201738";"Plaine de Bourg d'Oisans et ses versants";"B";31/12/1995 00:00:00;22/4/2014 00:00:00;31/5/2001 00:00:00;30/9/2014 00:00:00;22/12/2003 00:00:00;26/11/2015 00:00:00;12/4/2016 00:00:00;12/4/2016 00:00:00;;;3473,00;;6,02;45,06;"1858";"702";"900";"82";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032429535&dateTexte=";;30/9/2014 00:00:00
"4585";"FR8201741";"Ubacs du Charmant Som et gorges du Guiers Mort";"B";31/12/1995 00:00:00;28/6/2013 00:00:00;31/3/1999 00:00:00;30/9/2014 00:00:00;22/12/2003 00:00:00;26/11/2015 00:00:00;12/4/2016 00:00:00;12/4/2016 00:00:00;;;2329,00;;5,75;45,33;"1847";"561";"1335";"82";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032429541&dateTexte=";;30/9/2014 00:00:00
"4588";"FR8201745";"Pelouses, forêts remarquables et habitats rocheux du Plateau du Sornin";"B";31/12/1995 00:00:00;8/8/2014 00:00:00;31/12/1998 00:00:00;30/7/2008 00:00:00;22/12/2003 00:00:00;22/12/2009 00:00:00;22/12/2014 00:00:00;22/12/2014 00:00:00;;;1312,00;;5,60;45,19;"1700";"779";"1432";"82";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030024910";;30/9/2014 00:00:00
"4589";"FR8201749";"Milieux alluviaux et aquatiques de l'île de la Platière";"B";31/12/1995 00:00:00;23/4/2014 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;22/12/2014 00:00:00;22/12/2014 00:00:00;;;937,00;;4,76;45,35;"154";"130";"141";"82";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001495";;30/9/2014 00:00:00
"4592";"FR8202004";"Mont Colombier";"B";30/11/2005 00:00:00;18/7/2014 00:00:00;30/4/2006 00:00:00;30/4/2006 00:00:00;25/1/2008 00:00:00;25/1/2008 00:00:00;22/12/2014 00:00:00;22/12/2014 00:00:00;;;2178,00;;6,11;45,64;"2045";"731";"1311";"82";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030024904";"Mise à jour du FSD pour prise de l'AM de désignation";30/9/2014 00:00:00
"4593";"FR8202006";"Prairies humides et forêts alluviales du Val de Saône aval";"B";31/5/2008 00:00:00;4/7/2014 00:00:00;31/3/1999 00:00:00;30/9/2011 00:00:00;16/11/2012 00:00:00;16/11/2012 00:00:00;22/12/2014 00:00:00;22/12/2014 00:00:00;;;1041,00;;4,75;46,07;"176";"168";"170";"82";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030024898";;30/9/2014 00:00:00
"4594";"FR8301019";"Monts de la Madeleine";"B";30/11/1995 00:00:00;8/4/2014 00:00:00;30/4/2002 00:00:00;30/9/2014 00:00:00;7/12/2004 00:00:00;26/11/2015 00:00:00;22/4/2014 00:00:00;25/1/2017 00:00:00;;;266,00;;3,80;46,00;"1164";"900";"1000";"83";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033980296&dateTexte=";;30/9/2014 00:00:00
"4597";"FR8301039";"Artense";"B";30/11/1995 00:00:00;21/11/2013 00:00:00;30/4/2002 00:00:00;30/9/2011 00:00:00;7/12/2004 00:00:00;16/11/2012 00:00:00;3/5/2014 00:00:00;3/5/2014 00:00:00;;;696,00;;2,72;45,44;"1200";"800";"950";"83";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000028890220&fastPos=27&fastReqId=2004270537&categorieLien=id&oldAction=rechTexte";;30/9/2014 00:00:00
"4599";"FR8301051";"Vallées et piémonts du Nord-Forez";"B";30/11/1995 00:00:00;30/11/2013 00:00:00;31/8/1998 00:00:00;30/9/2014 00:00:00;7/12/2004 00:00:00;26/11/2015 00:00:00;4/2/2016 00:00:00;4/2/2016 00:00:00;;;465,00;;3,62;45,79;"1094";"480";;"83";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032063075&dateTexte=";;30/9/2014 00:00:00
"4601";"FR8301060";"Zones humides de la région de Riom-es-Montagne";"B";30/11/1995 00:00:00;31/1/2014 00:00:00;31/12/1997 00:00:00;30/9/2014 00:00:00;7/12/2004 00:00:00;26/11/2015 00:00:00;4/2/2016 00:00:00;4/2/2016 00:00:00;;;769,00;;2,68;45,28;"1100";"800";;"83";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032063081&dateTexte=";;30/9/2014 00:00:00
"4606";"FR8301081";"Gorges de la Loire et affluents partie sud";"B";30/11/1995 00:00:00;6/3/2014 00:00:00;31/3/1999 00:00:00;30/9/2014 00:00:00;7/12/2004 00:00:00;26/11/2015 00:00:00;4/2/2016 00:00:00;4/2/2016 00:00:00;;;7057,00;;3,92;44,89;"1150";"660";;"83";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000032153326&dateTexte=";;30/9/2014 00:00:00
"4611";"FR8302002";"Tourbière du Haut-Livradois : complexe tourbeux de Virennes";"B";31/10/2000 00:00:00;30/6/2012 00:00:00;30/4/2002 00:00:00;30/4/2013 00:00:00;7/12/2004 00:00:00;3/12/2014 00:00:00;30/6/2015 00:00:00;30/6/2015 00:00:00;;;149,00;;33,83;45,32;"1218";"1100";"1120";"83";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030857711";;30/9/2014 00:00:00
"4614";"FR9101361";"Mont Lozère";"B";31/3/1996 00:00:00;4/7/2014 00:00:00;30/4/2002 00:00:00;30/4/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;22/12/2014 00:00:00;22/12/2014 00:00:00;;;11687,00;;3,76;44,44;"1675";"700";;"91";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030024892";;30/9/2014 00:00:00
"4615";"FR9101362";"Combe des Cades";"B";31/3/1996 00:00:00;20/5/2014 00:00:00;30/4/2002 00:00:00;30/10/2009 00:00:00;19/7/2006 00:00:00;10/1/2011 00:00:00;22/12/2014 00:00:00;22/12/2014 00:00:00;;;304,00;;3,57;44,41;"1180";"850";;"91";;"false";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030024886";;30/9/2014 00:00:00
"4620";"FR9101424";"Le Caroux et l'Espinouse";"B";31/3/1996 00:00:00;3/7/2014 00:00:00;31/3/2002 00:00:00;31/3/2002 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;25/2/2015 00:00:00;25/2/2015 00:00:00;;;2316,00;;2,92;43,60;"1120";"700";;"91";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030321832";;30/9/2014 00:00:00
"4622";"FR9101430";"Plateau de Roquehaute";"B";31/3/1996 00:00:00;21/7/2014 00:00:00;31/3/2002 00:00:00;31/3/2002 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;25/2/2015 00:00:00;25/2/2015 00:00:00;;;154,83;;3,36;43,30;"41";"2";;"91";;"false";;"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030316805";;30/9/2014 00:00:00
"4625";"FR9101463";"Complexe lagunaire de Salses";"B";31/1/1996 00:00:00;1/8/2014 00:00:00;31/12/1998 00:00:00;31/12/1998 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;25/2/2015 00:00:00;25/2/2015 00:00:00;;;7818,00;;3,03;42,75;"5";"-2";"-1";"91";;"true";;"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030316799";;30/9/2014 00:00:00
"4626";"FR9101473";"Massif de Madres-Coronat";"B";31/3/1996 00:00:00;22/10/2013 00:00:00;30/4/2002 00:00:00;30/3/2007 00:00:00;22/12/2003 00:00:00;12/12/2008 00:00:00;25/3/2011 00:00:00;25/3/2011 00:00:00;;;21363,00;;2,24;42,61;"2469";"400";;"91";;"false";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000023829736";"Petite Mise à jour le 16/10/2013, avec suppression de L'Isabelle (non présente sur le site).

Petite mise à jour le 22/10/2013, avec passage de la surface du Lambert II au RGF 93.";30/9/2014 00:00:00
"4627";"FR9101483";"Massif des Albères";"B";31/1/1996 00:00:00;13/8/2014 00:00:00;31/3/1999 00:00:00;30/3/2006 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;6/3/2015 00:00:00;6/3/2015 00:00:00;;;6978,00;;3,02;42,47;"1174";"0";;"91";;"true";;"http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030377840";;30/9/2014 00:00:00
"4656";"FR9301564";"Gorges de la Vésubie et du Var - mont Vial - mont Férion";"B";31/1/1996 00:00:00;10/7/2014 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;19/7/2006 00:00:00;19/7/2006 00:00:00;30/7/2015 00:00:00;30/7/2015 00:00:00;;;2090,00;;7,14;43,90;"1538";"123";"771";"93";;"null";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030987191";"MAJ 2013.02.07 : recalage périmètre sur SCAN25 sans reconsultation.

MAJ 2013.04.22 : compléments mineurs pour esp (eff. max, qualité données).

MAJ 2014.07.10 : actualisation complète des listes hab esp selon inventaires DOCOB.";30/9/2014 00:00:00
"4695";"FR2100248";"Rebord du plateau de Langres à Cohons et Chalindrey";"B";30/6/1995 00:00:00;30/11/2006 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;26/12/2013 00:00:00;26/12/2013 00:00:00;;;200,00;;5,39;47,80;"471";"389";"439";"21";;"true";;"http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000028535302";;2/6/2015 00:00:00
"4697";"FR2100260";"Pelouses du Sud-Est haut-marnais";"B";30/6/1995 00:00:00;30/11/2006 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;17/10/2008 00:00:00;17/10/2008 00:00:00;;;228,00;;5,41;47,71;"387";"244";"324";"21";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000019808071";;2/6/2015 00:00:00
"4698";"FR2100263";"Pelouse de la côte de Chaumont à Brottes";"B";30/6/1995 00:00:00;30/6/2006 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;17/10/2008 00:00:00;17/10/2008 00:00:00;;;11,00;;5,13;48,08;"326";"280";"304";"21";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000019808077";;2/6/2015 00:00:00
"4699";"FR2100278";"Tufière de Rolampont";"B";30/6/1995 00:00:00;30/9/2007 00:00:00;31/3/1999 00:00:00;31/3/1999 00:00:00;7/12/2004 00:00:00;7/12/2004 00:00:00;17/10/2008 00:00:00;17/10/2008 00:00:00;;;80,00;;5,25;47,94;"387";"326";"363";"21";;"true";;"http://www.legifrance.gouv.fr/jo_pdf.do?cidTexte=JORFTEXT000019808107";;2/6/2015 00:00:00
