"PK_HABIT1";"FPK_NATURA";"SITECODE";"CD_UE";"LB_HABDH_FR";"COVER";"REPRESENT";"REL_SURF";"CONSERVE";"GLOBAL";"CAVES";"QUALITY";"AREA";"PF";"CONSERVE_TENDANCE";"CONSERVE_CRITERE_AUTRE";"CONSERVE_CRITERE_STRUCT_FONCT";"CONSERVE_CRITERE_SURFACE";"CONSERVE_METHODE";"INVENTAIRE_ANNEE_MIN";"INVENTAIRE_ANNEE";"INVENTAIRE_AUTEUR";"CD_HAB";"CONSERVE_METHODE_COMMENTAIRE"
"37931";"5763";"FR7200681";"6420";"Prairies humides méditerranéennes à grandes herbes du Molinio-Holoschoenion";"0,06";"B";"C";"C";"C";;"M";"7";"false";;"false";"false";"false";;"";"";;"2834";
"37932";"5763";"FR7200681";"4020";"Landes humides atlantiques tempérées à Erica ciliaris et Erica tetralix";"5,99";"A";"B";"C";"B";;"M";"650";"true";;"false";"false";"false";;"";"";;"2694";
"37933";"5763";"FR7200681";"4030";"Landes sèches européennes";"0,06";"C";"C";"C";"C";;"M";"7";"false";;"false";"false";"false";;"";"";;"2872";
"37934";"5763";"FR7200681";"9230";"Chênaies galicio-portugaises à Quercus robur et Quercus pyrenaica";"0,5";"B";"C";"B";"B";;"M";"54";"false";;"false";"false";"false";;"";"";;"2721";
"37935";"5763";"FR7200681";"2190";"Dépressions humides intradunaires";"0,01";"C";"C";"C";"C";;"M";"1";"false";;"false";"false";"false";;"";"";;"2666";
"37936";"5763";"FR7200681";"3160";"Lacs et mares dystrophes naturels";"0,01";"C";"C";"C";"C";;"M";"1";"false";;"false";"false";"false";;"";"";;"2759";
"37937";"5763";"FR7200681";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"2,33";"B";"C";"B";"B";;"M";"253";"false";;"false";"false";"false";;"";"";;"2833";
"37938";"5763";"FR7200681";"7150";"Dépressions sur substrats tourbeux du Rhynchosporion";"0,16";"A";"B";"A";"A";;"M";"17";"false";;"false";"false";"false";;"";"";;"2825";
"37939";"5763";"FR7200681";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0,01";"B";"C";"B";"B";;"M";"1";"false";;"false";"false";"false";;"";"";;"2756";
"37945";"5767";"FR7300831";"4060";"Landes alpines et boréales";"14,54";"A";"C";"B";"B";;"G";"1490,61";"false";;;;;;"";"";;"2696";
"37946";"5767";"FR7300831";"6140";"Pelouses pyrénéennes siliceuses à Festuca eskia";"3,18";"A";"B";"C";"A";;"G";"326,34";"false";;;;;;"";"";;"2860";
"37947";"5767";"FR7300831";"6170";"Pelouses calcaires alpines et subalpines";"1,37";"A";"C";"C";"B";;"G";"140,03";"false";;;;;;"";"";;"2869";
"37948";"5767";"FR7300831";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,25";"A";"C";"C";"A";;"G";"25,85";"false";;;;;;"";"";;"2835";
"37949";"5767";"FR7300831";"8110";"Eboulis siliceux de l'étage montagnard à nival (Androsacetalia alpinae et Galeopsietalia ladani)";"6,82";"B";"C";"C";"A";;"G";"698,92";"false";;;;;;"";"";;"2781";
"37950";"5767";"FR7300831";"8130";"Eboulis ouest-méditerranéens et thermophiles";"0,25";"C";"C";"C";"A";;"G";"25,61";"false";;;;;;"";"";;"2783";
"37951";"5767";"FR7300831";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"7,04";"A";"C";"B";"A";;"G";"722,31";"false";;;;;;"";"";;"2787";
"37952";"5767";"FR7300831";"91D0";"Tourbières boisées";"0,24";"B";"C";"C";"A";;"G";"24,89";"true";;;;;;"";"";;"2754";
"37953";"5767";"FR7300831";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"16,86";"A";"B";"B";"A";;"G";"1729,5";"false";;;;;;"";"";;"2845";
"37954";"5767";"FR7300831";"7110";"Tourbières hautes actives";"0,01";"A";"C";"C";"B";;"G";"1,41";"true";;;;;;"";"";;"2821";
"37955";"5767";"FR7300831";"3240";"Rivières alpines avec végétation ripicole ligneuse à Salix elaeagnos";"0,06";"C";"B";"C";"C";;"G";"6,5";"false";;;;;;"";"";;"2766";
"37956";"5767";"FR7300831";"4030";"Landes sèches européennes";"0,08";"B";"C";"C";"B";;"G";"8,07";"false";;;;;;"";"";;"2872";
"37957";"5767";"FR7300831";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"0,08";"C";"C";"C";"C";;"G";"8,49";"false";;;;;;"";"";;"2807";
"37958";"5767";"FR7300831";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,87";"B";"C";"C";"B";;"G";"88,84";"false";;;;;;"";"";;"2842";
"37959";"5767";"FR7300831";"6520";"Prairies de fauche de montagne";"0,24";"D";;;;;"G";"24,54";"false";;;;;;"";"";;"2840";
"37960";"5767";"FR7300831";"7120";"Tourbières hautes dégradées encore susceptibles de régénération naturelle";"0,02";"D";;;;;"G";"1,61";"false";;;;;;"";"";;"2826";
"37961";"5767";"FR7300831";"7140";"Tourbières de transition et tremblantes";"0";"A";"C";"C";"B";;"G";"0,28";"false";;;;;;"";"";;"2823";
"37962";"5767";"FR7300831";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0,03";"A";"C";"C";"A";;"G";"2,79";"true";;;;;;"";"";;"2819";
"37963";"5767";"FR7300831";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"2,64";"C";"C";"B";"C";;"G";"270,4";"true";;;;;;"";"";;"2797";
"37964";"5767";"FR7300831";"5120";"Formations montagnardes à Cytisus purgans";"2,06";"A";"B";"B";"B";;"G";"211,2";"false";;;;;;"";"";;"2809";
"37965";"5767";"FR7300831";"7230";"Tourbières basses alcalines";"0,01";"A";"C";"C";"B";;"G";"0,93";"false";;;;;;"";"";;"2874";
"37966";"5767";"FR7300831";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,65";"A";"C";"C";"A";;"G";"66,35";"false";;;;;;"";"";;"2876";
"37967";"5767";"FR7300831";"3220";"Rivières alpines avec végétation ripicole herbacée";"0,04";"A";"B";"C";"A";;"G";"4,03";"false";;;;;;"";"";;"2765";
"37968";"5767";"FR7300831";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,6";"A";"C";"B";"B";;"G";"61,28";"false";;;;;;"";"";;"2833";
"37969";"5767";"FR7300831";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"14,94";"A";"C";"B";"A";;"G";"1532,13";"false";;;;;;"";"";;"2865";
"37970";"5768";"FR7300841";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"0,04";"C";"C";"C";"C";;"G";"0,62";"true";;;;;;"";"";;"2857";
"37971";"5768";"FR7300841";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,49";"B";"C";"A";"B";;"G";"8,03";"false";;;;;;"";"";;"2876";
"37972";"5768";"FR7300841";"8310";"Grottes non exploitées par le tourisme";"0";"A";"C";"B";"B";;"G";"0";"false";;;;;;"";"";;"2789";
"37973";"5768";"FR7300841";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"0,27";"B";"C";"A";"B";;"G";"4,38";"false";;;;;;"";"";;"2804";
"37974";"5768";"FR7300841";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"0,32";"C";"C";"B";"B";;"G";"5,2";"false";;;;;;"";"";;"2815";
"37975";"5768";"FR7300841";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,38";"D";;;;;"G";"6,17";"false";;;;;;"";"";;"2835";
"37976";"5768";"FR7300841";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0,21";"D";;;;;"G";"3,44";"false";;;;;;"";"";;"2767";
"37977";"5768";"FR7300841";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"0,4";"B";"C";"B";"B";;"G";"6,6";"false";;;;;;"";"";;"2807";
"37978";"5768";"FR7300841";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"39,67";"A";"C";"B";"B";;"G";"646,14";"false";;;;;;"";"";;"2842";
"37979";"5768";"FR7300841";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"0,08";"C";"C";"C";"C";;"G";"1,3";"true";;;;;;"";"";;"2802";
"37980";"5768";"FR7300841";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"11,1";"B";"C";"B";"B";;"G";"180,89";"false";;;;;;"";"";;"2839";
"37991";"5770";"FR7300854";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"5";"A";"C";"A";"A";;"G";"116,25";"false";;"false";"false";"false";;"";"";;"2804";
"37992";"5770";"FR7300854";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"15";"B";"C";"B";"B";;"G";"348,75";"false";;"false";"false";"false";;"";"";;"2842";
"37993";"5770";"FR7300854";"9340";"Forêts à Quercus ilex et Quercus rotundifolia";"4,96";"B";"C";"B";"B";;"G";"115,25";"false";;"false";"false";"false";;"";"";;"2729";
"37995";"5770";"FR7300854";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"5";"A";"C";"B";"B";;"G";"116,25";"false";;"false";"false";"false";;"";"";;"2807";
"37996";"5770";"FR7300854";"8310";"Grottes non exploitées par le tourisme";"1";"C";"C";"B";"B";;"G";"23,25";"false";;"false";"false";"false";;"";"";;"2789";
"37997";"5771";"FR7300860";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"11,44";"A";"C";"A";"A";;"G";"181,25";"false";;;;;;"";"";;"2804";
"37998";"5771";"FR7300860";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"1,4";"C";"C";"B";"B";;"G";"22,17";"false";;;;;;"";"";;"2842";
"37999";"5771";"FR7300860";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"3,69";"C";"C";"B";"B";;"G";"58,42";"true";;;;;;"";"";;"2802";
"38000";"5771";"FR7300860";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"0,92";"D";;;;;"G";"14,66";"false";;;;;;"";"";;"2807";
"38001";"5771";"FR7300860";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"1,51";"D";;;;;"G";"23,88";"true";;;;;;"";"";;"2857";
"38021";"5774";"FR7300904";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0,02";"C";"C";"B";"B";;"G";"0";"false";;;;;;"";"";;"2756";
"38022";"5774";"FR7300904";"7230";"Tourbières basses alcalines";"14,48";"B";"C";"B";"B";;"G";"3,69";"false";;;;;;"";"";;"2874";
"38023";"5774";"FR7300904";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"5,13";"C";"C";"B";"B";;"G";"1,31";"true";;;;;;"";"";;"2794";
"38024";"5774";"FR7300904";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"1,01";"C";"C";"B";"B";;"G";"0,26";"false";;;;;;"";"";;"2835";
"38025";"5774";"FR7300904";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0,63";"C";"C";"C";"C";;"G";"0,16";"false";;;;;;"";"";;"2758";
"38026";"5774";"FR7300904";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"2,1";"C";"C";"B";"B";;"G";"0,54";"false";;;;;;"";"";;"2767";
"38059";"5778";"FR7300922";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"0,02";"D";;;;;"G";"0,08";"false";;;;;;"";"";;"2804";
"38060";"5778";"FR7300922";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"1,6";"A";"C";"C";"C";;"G";"7,69";"true";;;;;;"";"";;"2794";
"38061";"5778";"FR7300922";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"18,29";"B";"C";"B";"B";;"G";"88,16";"false";;;;;;"";"";;"2767";
"38062";"5778";"FR7300922";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0";"D";;;;;"G";"0";"false";;;;;;"";"";;"2756";
"38063";"5778";"FR7300922";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0";"D";;;;;"G";"0";"false";;;;;;"";"";;"2757";
"38064";"5778";"FR7300922";"3220";"Rivières alpines avec végétation ripicole herbacée";"0,95";"B";"B";"B";"B";;"G";"4,56";"false";;;;;;"";"";;"2765";
"38065";"5778";"FR7300922";"3240";"Rivières alpines avec végétation ripicole ligneuse à Salix elaeagnos";"0,7";"C";"C";"B";"B";;"G";"3,36";"false";;;;;;"";"";;"2766";
"38066";"5778";"FR7300922";"3270";"Rivières avec berges vaseuses avec végétation du Chenopodion rubri p.p. et du Bidention p.p.";"0,28";"C";"C";"B";"B";;"G";"1,35";"false";;;;;;"";"";;"2768";
"38067";"5778";"FR7300922";"4030";"Landes sèches européennes";"0,49";"C";"C";"B";"B";;"G";"2,36";"false";;;;;;"";"";;"2872";
"38068";"5778";"FR7300922";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"0,24";"D";;;;;"G";"1,18";"true";;;;;;"";"";;"2857";
"38069";"5778";"FR7300922";"6170";"Pelouses calcaires alpines et subalpines";"0,14";"D";;;;;"G";"0,65";"false";;;;;;"";"";;"2869";
"38070";"5778";"FR7300922";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,97";"C";"C";"C";"C";;"G";"4,66";"false";;;;;;"";"";;"2842";
"38071";"5778";"FR7300922";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"0";"D";;;;;"G";"0";"true";;;;;;"";"";;"2802";
"38072";"5778";"FR7300922";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"1,87";"C";"C";"B";"B";;"G";"9,02";"true";;;;;;"";"";;"2797";
"38073";"5778";"FR7300922";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"1,83";"D";;;;;"G";"8,81";"false";;;;;;"";"";;"2839";
"38074";"5778";"FR7300922";"7140";"Tourbières de transition et tremblantes";"0";"D";;;;;"G";;"false";;;;;;"";"";;"2823";
"38075";"5778";"FR7300922";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"0,03";"D";;;;;"G";"0,13";"true";;;;;;"";"";;"2778";
"38076";"5778";"FR7300922";"7230";"Tourbières basses alcalines";"1,29";"D";;;;;"G";"6,21";"false";;;;;;"";"";;"2874";
"38077";"5778";"FR7300922";"8130";"Eboulis ouest-méditerranéens et thermophiles";"0";"D";;;;;"G";"0";"false";;;;;;"";"";;"2783";
"38078";"5778";"FR7300922";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,77";"B";"C";"C";"C";;"G";"3,72";"false";;;;;;"";"";;"2876";
"38079";"5778";"FR7300922";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"22,05";"B";"C";"B";"B";;"G";"106,28";"false";;;;;;"";"";;"2787";
"38080";"5778";"FR7300922";"8230";"Roches siliceuses avec végétation pionnière du Sedo-Scleranthion ou du Sedo albi-Veronicion dillenii";"5,53";"D";;;;;"G";"26,64";"false";;;;;;"";"";;"2788";
"38081";"5778";"FR7300922";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"0,94";"C";"C";"A";"A";;"G";"4,55";"false";;;;;;"";"";;"2845";
"38082";"5778";"FR7300922";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"5,73";"B";"C";"B";"B";;"G";"27,62";"true";;;;;;"";"";;"2819";
"38083";"5778";"FR7300922";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0,02";"D";;;;;"G";"0,11";"false";;;;;;"";"";;"2758";
"38084";"5778";"FR7300922";"4060";"Landes alpines et boréales";"0,17";"D";;;;;"G";"0,82";"false";;;;;;"";"";;"2696";
"38085";"5778";"FR7300922";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"2,25";"B";"C";"B";"B";;"G";"10,86";"false";;;;;;"";"";;"2835";
"38086";"5778";"FR7300922";"8110";"Eboulis siliceux de l'étage montagnard à nival (Androsacetalia alpinae et Galeopsietalia ladani)";"3,88";"D";;;;;"G";"18,71";"false";;;;;;"";"";;"2781";
"38087";"5778";"FR7300922";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"0,09";"D";;;;;"G";"0,42";"false";;;;;;"";"";;"2815";
"38088";"5779";"FR7300931";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0,01";"C";"C";"B";"B";;"G";"0,5";"false";;;;;;"";"";;"2756";
"38089";"5779";"FR7300931";"4030";"Landes sèches européennes";"8,02";"B";"C";"B";"B";;"G";"556,7";"false";;;;;;"";"";;"2872";
"38090";"5779";"FR7300931";"4060";"Landes alpines et boréales";"16,94";"A";"C";"B";"B";;"G";"1175,75";"false";;;;;;"";"";;"2696";
"38091";"5779";"FR7300931";"6140";"Pelouses pyrénéennes siliceuses à Festuca eskia";"7,69";"B";"B";"B";"B";;"G";"534,13";"false";;;;;;"";"";;"2860";
"38092";"5779";"FR7300931";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,09";"C";"C";"B";"B";;"G";"5,94";"false";;;;;;"";"";;"2835";
"38093";"5779";"FR7300931";"7140";"Tourbières de transition et tremblantes";"0,01";"C";"C";"B";"B";;"G";"0,56";"false";;;;;;"";"";;"2823";
"38094";"5779";"FR7300931";"7230";"Tourbières basses alcalines";"0,09";"C";"C";"B";"B";;"G";"6,38";"false";;;;;;"";"";;"2874";
"38095";"5779";"FR7300931";"8110";"Eboulis siliceux de l'étage montagnard à nival (Androsacetalia alpinae et Galeopsietalia ladani)";"5,73";"B";"C";"B";"B";;"G";"397,88";"false";;;;;;"";"";;"2781";
"38096";"5779";"FR7300931";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"3,34";"B";"C";"B";"B";;"G";"231,52";"false";;;;;;"";"";;"2876";
"38097";"5779";"FR7300931";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"5,15";"B";"C";"B";"B";;"G";"357,62";"false";;;;;;"";"";;"2787";
"38098";"5779";"FR7300931";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"0,02";"C";"C";"B";"B";;"G";"1,08";"false";;;;;;"";"";;"2815";
"38099";"5779";"FR7300931";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0";"C";"C";"B";"B";;"G";"0,29";"true";;;;;;"";"";;"2819";
"38100";"5779";"FR7300931";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"14,03";"B";"C";"B";"C";;"G";"973,62";"true";;;;;;"";"";;"2797";
"38101";"5779";"FR7300931";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"7,96";"B";"C";"B";"C";;"G";"552,56";"false";;;;;;"";"";;"2842";
"38102";"5779";"FR7300931";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0,09";"C";"C";"B";"B";;"G";"6,57";"false";;;;;;"";"";;"2839";
"38103";"5779";"FR7300931";"8230";"Roches siliceuses avec végétation pionnière du Sedo-Scleranthion ou du Sedo albi-Veronicion dillenii";"0,06";"C";"C";"B";"B";;"G";"4,46";"false";;;;;;"";"";;"2788";
"38104";"5779";"FR7300931";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"0,98";"C";"C";"B";"C";;"G";"68,3";"false";;;;;;"";"";;"2865";
"38105";"5779";"FR7300931";"6170";"Pelouses calcaires alpines et subalpines";"2,86";"B";"C";"B";"B";;"G";"198,52";"false";;;;;;"";"";;"2869";
"38106";"5779";"FR7300931";"8130";"Eboulis ouest-méditerranéens et thermophiles";"3,4";"B";"C";"B";"B";;"G";"235,78";"false";;;;;;"";"";;"2783";
"38107";"5779";"FR7300931";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"0,01";"C";"C";"B";"C";;"G";"0,64";"true";;;;;;"";"";;"2857";
"38108";"5779";"FR7300931";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"0,69";"C";"B";"B";"B";;"G";"47,65";"false";;;;;;"";"";;"2845";
"38132";"5781";"FR7302002";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"0";"D";;;;;"G";"0,01";"true";;;;;;"";"";;"2802";
"38133";"5781";"FR7302002";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,02";"D";;;;;"G";"0,23";"false";;;;;;"";"";;"2835";
"38134";"5781";"FR7302002";"8310";"Grottes non exploitées par le tourisme";"0,01";"A";"C";"A";"A";;"G";"0,06";"false";;;;;;"";"";;"2789";
"38135";"5781";"FR7302002";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"2,99";"B";"C";"B";"B";;"G";"32,95";"false";;;;;;"";"";;"2839";
"38136";"5781";"FR7302002";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0";"D";;;;;"G";"0,02";"false";;;;;;"";"";;"2757";
"38137";"5781";"FR7302002";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0";"D";;;;;"G";"0,02";"false";;;;;;"";"";;"2758";
"38138";"5781";"FR7302002";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,14";"C";"C";"B";"B";;"G";"1,58";"false";;;;;;"";"";;"2842";
"38230";"5791";"FR7401119";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"13,03";"B";"C";"A";"B";;"G";"18,24";"false";;"false";"false";"false";;"";"";;"2842";
"38231";"5791";"FR7401119";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"2,6";"C";"C";"C";"C";;"G";"3,64";"false";;"false";"false";"false";;"";"";;"2839";
"38234";"5791";"FR7401119";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0,01";"C";"C";"C";"C";;"G";"0,01";"false";;"false";"false";"false";;"";"";;"2767";
"38235";"5791";"FR7401119";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"2,23";"C";"C";"C";"C";;"M";"3,12";"false";;"false";"false";"false";;"";"";;"2807";
"38236";"5791";"FR7401119";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0";"B";"C";"C";"B";;"G";"0";"false";;"false";"false";"false";;"";"";;"2757";
"38237";"5791";"FR7401119";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0";"B";"C";"B";"B";;"G";"0";"false";;"false";"false";"false";;"";"";;"2876";
"38238";"5791";"FR7401119";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"0,22";"C";"C";"B";"C";;"G";"0,31";"false";;"false";"false";"false";;"";"";;"2804";
"38239";"5792";"FR7401120";"8310";"Grottes non exploitées par le tourisme";"50";"A";"C";"B";"B";;"G";"0,5";"false";;"false";"false";"false";;"";"";;"2789";
"38240";"5793";"FR7401121";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,39";"B";"C";"C";"C";;"G";"1,26";"true";;"false";"false";"false";;"";"";;"2797";
"38241";"5793";"FR7401121";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,68";"B";"C";"C";"C";;"G";"2,18";"false";;"false";"false";"false";;"";"";;"2835";
"38242";"5793";"FR7401121";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,11";"B";"C";"B";"B";;"G";"0,34";"false";;"false";"false";"false";;"";"";;"2833";
"38243";"5793";"FR7401121";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0,01";"B";"C";"B";"B";;"G";"0,02";"false";;"false";"false";"false";;"";"";;"2758";
"38244";"5793";"FR7401121";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0,19";"B";"C";"C";"B";;"G";"0,61";"false";;"false";"false";"false";;"";"";;"2839";
"38262";"5796";"FR7401124";"3110";"Eaux oligotrophes très peu minéralisées des plaines sablonneuses (Littorelletalia uniflorae)";"0,05";"D";;;;;"M";"0,4";"false";;;;;;"";"";;"2703";
"38263";"5796";"FR7401124";"4010";"Landes humides atlantiques septentrionales à Erica tetralix";"2,43";"C";"C";"C";"C";;"M";"18";"false";;;;;;"";"";;"2871";
"38264";"5796";"FR7401124";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,15";"D";;;;;"M";"1,1";"false";;;;;;"";"";;"2835";
"38265";"5796";"FR7401124";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0,68";"D";;;;;"M";"5";"false";;;;;;"";"";;"2757";
"38266";"5796";"FR7401124";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,43";"D";;;;;"M";"3,2";"false";;;;;;"";"";;"2833";
"38267";"5796";"FR7401124";"9190";"Vieilles chênaies acidophiles des plaines sablonneuses à Quercus robur";"14,46";"B";"C";"B";"B";;"M";"107";"false";;;;;;"";"";;"2791";
"38268";"5796";"FR7401124";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"3,19";"C";"C";"B";"B";;"M";"23,6";"false";;;;;;"";"";;"2758";
"38505";"5817";"FR8302003";"4010";"Landes humides atlantiques septentrionales à Erica tetralix";"0,46";"B";"C";"B";"C";;"G";"2,31";"false";;;;;;"";"";;"2871";
"38506";"5817";"FR8302003";"4030";"Landes sèches européennes";"1,99";"B";"C";"B";"C";;"G";"10,09";"false";;;;;;"";"";;"2872";
